11.4, 20.4, 16.8
10.5, 20.7, 18.3
10.5, 21.3, 18.9
9.6, 21, 17.4
8.7, 20.7, 18.3
8.7, 20.1, 17.7
9.3, 20.7, 17.7
7.5, 21.3, 20.1
6.9, 20.7, 19.5
9.3, 20.1, 18.3
6.6, 20.4, 19.8
5.4, 19.8, 20.4
3.9, 20.7, 21.9
3.9, 21.3, 20.7
3.9, 20.1, 20.1
3.3, 18.9, 19.5
1.5, 18.9, 20.7
2.4, 19.8, 21.6
1.2, 19.8, 21.6
1.5, 18.3, 20.1
0.6, 18.6, 21
1.5, 18.9, 21.9
1.8, 17.4, 19.8
0.6, 19.2, 20.4
0.6, 19.2, 21.6
-0.3, 18.3, 21.9
-0.9, 17.7, 20.7
-0.6, 18, 20.4
-0.3, 18.9, 20.7
-0.3, 18.3, 21.3
-1.5, 18.3, 21.9
-1.5, 18.3, 21.9
-1.5, 18.3, 21.9
-1.2, 18.6, 20.7
-0.9, 18.9, 21.9
-1.5, 17.7, 20.7
-1.2, 18.6, 21.6
-2.4, 17.4, 21
-1.5, 18.3, 21.3
-1.8, 17.4, 22.2
-0.9, 18.3, 21.9
-2.1, 17.7, 21.9
-3, 17.4, 21
-3.9, 17.1, 20.7
-3.6, 18, 22.8
-3.6, 16.8, 21
-4.8, 16.8, 21.6
-5.1, 17.1, 21.9
-5.4, 16.2, 21.6
-6, 17.4, 22.8
-4.8, 18, 22.8
-5.7, 17.1, 21.9
-5.1, 16.5, 21.3
-5.7, 17.7, 22.5
-6.6, 16.8, 22.2
-6.3, 15.9, 21.9
-6.6, 16.8, 21.6
-6.6, 16.8, 21.6
-6.3, 15.9, 21.3
-7.2, 16.8, 22.2
-7.2, 16.2, 22.2
-9, 16.2, 22.8
-9, 15, 21
-8.1, 15.9, 21.3
-9.6, 15, 22.8
-10.2, 14.4, 21.6
-10.2, 14.4, 20.4
-11.4, 14.4, 21
-11.4, 13.2, 21
-11.1, 14.1, 21.3
-10.5, 14.7, 21.3
-11.1, 15.3, 21.3
-11.7, 14.7, 21.9
-11.4, 13.2, 21
-11.4, 13.2, 19.8
-11.4, 13.8, 20.4
-12.9, 14.1, 21.3
-12.6, 13.2, 20.4
-13.5, 12.3, 20.7
-13.2, 12.6, 19.8
-13.8, 13.2, 21
-14.1, 12.6, 21
-14.1, 11.7, 20.1
-13.8, 12.6, 21
-14.4, 12.6, 19.2
-13.5, 12.9, 20.7
-14.1, 12.3, 19.5
-15, 13.8, 20.4
-13.5, 12.3, 19.5
-15, 12, 19.8
-15.3, 11.7, 19.5
-15.3, 12.9, 20.7
-14.4, 12, 19.8
-15, 12, 19.8
-15.6, 12, 19.8
-14.7, 11.1, 18.3
-16.5, 11.1, 18.9
-16.2, 10.8, 19.8
-15.6, 12, 19.2
-14.7, 11.1, 18.9
-16.5, 11.7, 19.5
-16.2, 10.2, 18.6
-15, 10.2, 18
-14.4, 11.4, 18
-15.9, 10.5, 18.9
-16.2, 11.4, 19.2
-15.6, 10.8, 18
-15.6, 10.8, 19.2
-17.1, 9.9, 17.7
-17.1, 9.9, 18.9
-16.5, 10.5, 18.3
-17.7, 9.9, 18.3
-17.1, 9.9, 18.9
-17.4, 9.6, 18
-17.4, 10.2, 18.6
-17.4, 9.6, 18.6
-17.7, 9.9, 18.9
-17.7, 9.3, 18.3
-16.8, 9, 17.4
-16.5, 10.5, 18.9
-17.4, 8.4, 17.4
-17.4, 9, 18
-16.8, 9.6, 18
-17.4, 8.4, 16.8
-17.4, 9, 18
-17.1, 8.1, 16.5
-18.3, 8.1, 17.1
-18, 9, 18
-18.3, 8.7, 17.7
-17.7, 8.7, 17.1
-18.3, 9.3, 17.7
-17.4, 8.4, 17.4
-18.6, 8.4, 17.4
-18, 8.4, 18.6
-18.9, 8.7, 17.1
-17.4, 9, 18
-18.6, 9, 18
-18.3, 8.1, 17.1
-19.8, 7.2, 16.8
-19.5, 6.9, 16.5
-18.6, 7.8, 17.4
-20.4, 7.8, 17.4
-18.9, 7.5, 15.9
-21, 5.4, 15.6
-20.1, 6.3, 15.9
-21, 5.4, 15
-19.8, 6, 15
-21.3, 5.7, 15.3
-20.4, 5.4, 15
-20.1, 5.1, 14.1
-21.9, 5.1, 14.7
-21.6, 4.8, 14.4
-21.3, 5.1, 14.1
-21.3, 5.1, 14.1
